livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,totalRent
2,45.0,2,2.0,2.0,1955.0,8,0,390.0
4,90.07,3,3.0,9.0,2017.0,5,0,798.0
6,121.31,4,4.0,9.0,2019.0,15,1,2970.0
2,60.7,3,3.0,2.0,1969.0,3,0,444.57
3,69.0,2,2.0,5.0,1996.0,4,1,517.0
3,66.0,3,3.0,3.0,1972.0,11,0,520.0
1,39.6,1,1.5,1.0,1950.0,8,1,320.6
3,74.0,3,3.0,4.0,1985.0,8,0,780.0
6,121.0,3,3.0,9.0,2018.0,14,1,2090.0
4,89.0,3,3.0,9.0,2019.0,3,0,1127.0
3,63.0,2,2.0,1.0,1950.0,4,1,761.5
3,72.0,4,4.0,2.0,1968.0,2,0,480.0
2,43.0,2,2.0,5.0,1992.0,12,0,440.0
3,78.0,3,3.5,1.0,1900.0,8,1,610.0
1,36.43,1,1.0,1.0,1900.0,4,1,350.0
1,40.01,2,2.0,1.0,1893.0,4,1,480.0
1,26.45,1,1.0,5.0,1994.0,12,1,335.0
3,62.0,2,2.5,2.0,1969.0,8,0,573.0
2,48.0,2,2.0,5.0,1999.0,15,1,998.0
2,54.0,2,2.0,1.0,1915.0,8,0,565.0
3,64.1,2,2.0,6.0,2002.0,8,0,615.0
5,105.0,3,3.0,1.0,1912.0,14,1,2670.0
2,49.58,2,2.0,5.0,1996.0,4,1,500.0
3,78.0,2,2.5,2.0,1970.0,13,0,1000.0
2,48.97,2,2.0,3.0,1979.0,1,1,372.67
3,73.0,2,2.5,4.0,1986.0,11,0,650.0
2,53.0,2,2.0,2.0,1960.0,11,0,585.0
3,74.0,2,2.0,9.0,2017.0,13,1,1508.0
5,105.0,4,4.0,1.0,1928.0,8,0,780.0
2,54.91,3,3.0,2.0,1965.0,5,0,381.08
1,34.0,1,1.0,8.0,2013.0,8,1,702.0
3,65.0,2,2.0,4.0,1984.0,8,1,2159.04
3,77.46,4,4.0,4.0,1982.0,4,1,590.0
3,62.34,3,3.0,1.0,1930.0,4,1,500.0
2,57.85,1,1.0,1.0,1906.0,15,1,774.35
2,58.0,2,2.0,5.0,1992.0,13,0,550.0
2,57.98,2,2.0,9.0,2019.0,14,1,1001.0
2,56.2,2,2.0,1.0,1897.0,4,1,745.0
3,61.8,2,2.0,5.0,1995.0,4,0,600.0
1,33.0,1,1.0,1.0,1923.0,1,0,280.0
4,87.0,4,4.0,2.0,1955.0,8,1,1505.0
4,84.0,3,3.0,4.0,1990.0,13,0,890.0
4,90.64,3,3.0,1.0,1929.0,15,1,1810.0
7,177.8,4,4.0,1.0,1923.0,4,1,1935.5
1,32.77,1,1.0,8.0,2015.0,3,0,599.0
3,62.88,2,2.0,3.0,1972.0,8,1,753.0
3,77.46,4,4.0,4.0,1982.0,4,1,577.0
5,114.4,4,4.0,1.0,1888.0,4,1,670.0
3,63.3,2,2.0,1.0,1890.0,2,0,365.0
5,116.98,4,4.0,9.0,2019.0,4,1,1820.69
7,168.0,5,5.0,4.0,1990.0,11,0,1450.0
1,31.8,1,1.0,2.0,1953.0,7,0,275.0
4,93.48,3,3.0,9.0,2019.0,7,1,1507.63
2,60.0,3,3.0,1.0,1900.0,1,0,476.0
3,80.0,3,3.0,2.0,1964.0,8,1,760.0
7,180.0,4,4.0,9.0,2018.0,10,0,1550.0
2,57.77,3,3.0,2.0,1964.0,1,0,389.95
1,34.0,1,1.0,1.0,1900.0,15,1,489.0
7,206.55,4,4.0,1.0,1831.0,15,1,4065.0
2,56.0,1,1.5,5.0,1998.0,12,1,755.0
4,90.0,3,3.0,9.0,2018.0,14,1,1500.0
2,50.0,2,2.0,2.0,1956.0,14,1,540.0
2,58.13,3,3.0,2.0,1956.0,13,1,604.0
2,42.66,2,2.0,1.0,1910.0,1,0,390.0
5,116.0,3,3.0,6.0,2004.0,13,1,1280.0
6,125.0,3,3.0,9.0,2017.0,4,1,1730.0
4,95.0,3,3.0,8.0,2015.0,12,0,1260.0
1,25.75,1,1.0,4.0,1984.0,3,0,199.0
1,38.0,2,2.0,5.0,1997.0,8,1,440.0
6,134.0,4,4.0,1.0,1892.0,13,0,1840.0
2,42.0,2,2.0,4.0,1985.0,1,0,405.0
3,66.0,2,2.0,3.0,1974.0,7,0,540.0
2,57.31,3,3.0,3.0,1974.0,1,0,354.0
2,52.14,2,2.0,9.0,2016.0,14,0,740.0
4,90.0,4,4.0,2.0,1965.0,6,1,890.0
3,78.0,3,3.0,8.0,2015.0,14,0,1080.0
3,69.74,4,4.0,3.0,1980.0,2,0,540.0
2,56.0,1,1.5,4.0,1986.0,14,1,1580.0
1,37.0,2,2.0,1.0,1927.0,4,1,274.0
4,83.57,2,2.0,2.0,1960.0,9,1,834.0
1,27.0,1,1.0,2.0,1954.0,8,0,320.0
4,96.1,3,3.0,2.0,1967.0,14,1,1130.0
5,104.18,3,3.0,9.0,2019.0,12,1,1820.0
1,38.54,2,2.0,2.0,1957.0,8,1,327.18
5,115.0,3,3.5,3.0,1979.0,14,0,1350.0
2,60.0,2,2.0,1.0,1700.0,12,0,540.0
2,57.83,2,2.0,1.0,1921.0,4,1,409.0
5,102.0,4,4.0,9.0,2020.0,12,0,1465.0
3,71.67,4,4.0,2.0,1970.0,5,1,1099.0
1,39.0,1,1.0,5.0,1996.0,4,1,445.0
1,40.79,1,1.0,1.0,1886.0,1,1,344.0
3,64.8,3,3.0,2.0,1957.0,10,0,680.0
7,168.5,1,1.0,9.0,2019.0,14,1,2387.0
5,112.4,4,4.0,9.0,2019.0,7,1,1369.0
4,86.87,3,3.0,2.0,1962.0,11,0,999.0
4,90.0,4,4.0,1.0,1913.0,8,1,740.0
3,78.3,2,2.5,8.0,2015.0,8,1,1389.54
2,58.3,2,2.5,1.0,1930.0,5,0,507.0
3,66.05,2,2.2,2.0,1969.0,5,0,435.94
4,82.81,2,2.0,9.0,2019.0,15,1,1890.0
5,120.0,4,4.0,8.0,2015.0,14,0,1800.0
2,52.0,2,2.0,1.0,1912.0,16,1,1530.0
3,62.5,2,2.0,3.0,1979.0,2,1,489.0
2,49.0,1,1.5,3.0,1971.0,14,0,797.0
1,28.5,1,1.0,3.0,1975.0,14,1,400.0
3,75.93,3,3.0,9.0,2019.0,5,0,1064.0
2,52.0,2,2.0,1.0,1895.0,4,1,504.0
2,59.47,3,3.0,1.0,1920.0,13,1,647.13
4,89.0,3,3.0,9.0,2019.0,8,0,924.0
2,54.15,2,2.0,3.0,1975.0,4,0,389.0
1,31.9,1,1.0,1.0,1935.0,5,0,360.0
2,45.35,2,2.0,1.0,1900.0,2,0,331.0
5,107.0,4,4.0,8.0,2015.0,14,0,1650.0
4,85.0,3,3.0,1.0,1935.0,12,0,1430.0
1,18.0,1,1.0,1.0,1900.0,14,1,410.0
2,50.0,2,2.0,1.0,1906.0,13,1,1490.0
6,136.0,4,4.0,9.0,2018.0,3,0,1375.0
2,51.49,1,1.0,7.0,2008.0,14,0,376.0
5,114.0,3,3.0,8.0,2015.0,13,1,1980.0
3,62.0,2,2.0,5.0,2000.0,8,1,690.0
2,58.45,2,2.0,5.0,1995.0,4,1,500.0
3,65.0,2,2.0,9.0,2019.0,12,0,770.0
3,73.0,2,2.0,8.0,2011.0,4,1,695.0
6,125.0,4,4.0,9.0,2016.0,13,0,1370.0
4,84.0,3,3.5,1.0,1937.0,16,1,1020.0
3,70.0,2,2.0,4.0,1990.0,12,0,870.0
4,96.79,4,4.0,6.0,2001.0,4,1,842.07
2,53.34,3,3.0,1.0,1906.0,4,1,500.0
5,118.0,4,4.0,3.0,1971.0,6,1,900.0
2,50.0,2,2.5,2.0,1968.0,11,0,480.0
1,28.12,1,1.0,1.0,1912.0,4,1,325.0
7,158.3,3,3.0,5.0,1995.0,8,0,1605.0
4,87.45,3,3.0,5.0,1994.0,1,0,594.96
2,49.05,2,2.0,2.0,1955.0,8,0,449.0
2,50.0,2,2.0,1.0,1920.0,4,0,395.0
1,36.97,1,1.0,1.0,1931.0,8,1,473.0
1,28.79,1,1.0,1.0,1911.0,4,1,220.0
4,90.0,3,3.5,4.0,1987.0,13,0,780.0
2,44.0,1,1.0,3.0,1975.0,16,1,730.0
5,109.0,3,3.0,9.0,2018.0,14,0,1432.0
2,49.0,2,2.0,3.0,1974.0,8,0,537.0
2,60.0,1,1.5,3.0,1980.0,6,1,690.0
4,90.02,3,3.0,9.0,2019.0,2,0,950.0
4,83.34,3,3.0,5.0,1995.0,1,0,722.55
2,46.65,2,2.0,1.0,1938.0,8,0,677.13
2,55.8,2,2.0,3.0,1973.0,11,1,740.0
3,71.0,2,2.0,2.0,1969.0,8,0,738.0
4,83.5,3,3.0,9.0,2019.0,10,0,1327.0
2,57.0,3,3.5,2.0,1954.0,8,1,438.02
5,110.0,3,3.0,5.0,1993.0,10,0,935.0
3,74.0,2,2.0,1.0,1900.0,4,1,598.0
2,54.97,3,3.0,4.0,1990.0,4,1,419.0
3,75.0,3,3.0,2.0,1967.0,13,0,780.0
4,89.97,4,4.0,3.0,1973.0,8,1,1113.72
6,140.0,3,3.0,2.0,1953.0,8,1,2010.0
2,48.7,2,2.0,1.0,1900.0,4,0,420.0
2,47.0,2,2.0,2.0,1968.0,7,0,535.0
3,64.1,2,2.0,1.0,1928.0,4,0,448.0
4,98.0,4,4.0,1.0,1931.0,8,1,970.0
1,32.48,1,1.0,3.0,1972.0,3,0,242.0
1,37.0,1,1.0,1.0,1920.0,4,1,341.0
4,92.0,4,4.0,1.0,1903.0,4,0,551.0
3,75.59,3,3.0,4.0,1987.0,15,1,944.0
4,87.85,4,4.0,1.0,1888.0,4,1,786.0
3,80.0,1,1.0,4.0,1985.0,12,0,1650.0
4,100.0,5,5.0,7.0,2006.0,12,1,1100.0
3,75.0,3,3.0,2.0,1970.0,8,0,760.0
3,78.68,2,2.0,4.0,1984.0,7,0,975.0
1,31.0,1,1.0,4.0,1982.0,8,1,450.0
5,114.0,4,4.0,1.0,1858.0,14,1,3495.0
2,41.44,2,2.0,3.0,1974.0,1,0,320.0
2,58.4,3,3.0,3.0,1973.0,5,0,445.0
2,52.0,2,2.0,1.0,1920.0,3,0,335.0
1,39.0,1,1.0,5.0,1991.0,14,0,610.0
2,58.44,2,2.0,1.0,1937.0,4,1,430.0
3,78.0,3,3.0,1.0,1928.0,1,0,619.0
4,92.0,4,4.0,7.0,2006.0,8,1,1400.0
1,25.0,1,1.0,9.0,2019.0,14,1,736.0
2,50.51,2,2.0,3.0,1974.0,1,0,467.0
3,61.62,3,3.0,2.0,1970.0,15,1,1400.0
4,95.0,4,4.0,5.0,1996.0,13,0,745.0
1,28.0,1,1.0,6.0,2005.0,8,0,380.0
3,67.78,2,2.0,4.0,1983.0,1,1,582.91
2,57.7,2,2.0,8.0,2015.0,13,1,1333.75
4,89.26,3,3.0,9.0,2017.0,8,1,1149.0
3,64.0,3,3.5,2.0,1958.0,8,1,525.0
2,48.0,1,1.0,5.0,1993.0,8,1,620.0
3,80.0,3,3.0,9.0,2019.0,8,1,1240.0
3,63.0,2,2.0,5.0,1995.0,5,0,610.0
2,59.24,2,2.0,2.0,1953.0,11,1,623.16
3,69.7,3,3.0,1.0,1890.0,4,1,537.0
2,52.46,2,2.0,1.0,1938.0,8,1,395.53
2,56.0,3,3.0,1.0,1900.0,4,0,420.0
3,61.57,2,2.0,5.0,2000.0,2,0,490.0
3,76.5,3,3.0,2.0,1968.0,16,1,1066.5
5,117.44,4,4.0,7.0,2009.0,14,0,1415.0
3,63.14,2,2.0,9.0,2018.0,13,0,830.0
2,50.2,2,2.0,2.0,1952.0,8,0,470.0
3,70.22,3,3.0,2.0,1965.0,7,0,445.0
2,57.0,3,3.0,3.0,1980.0,1,0,460.0
3,72.0,2,2.0,8.0,2014.0,12,0,1010.0
2,57.0,2,2.0,1.0,1910.0,8,0,440.0
3,62.0,2,2.0,3.0,1972.0,8,1,650.0
7,169.0,4,4.0,1.0,1900.0,10,0,1600.0
5,101.11,3,3.0,9.0,2017.0,8,0,980.0
7,193.5,5,5.0,1.0,1918.0,15,1,3030.0
3,67.0,2,2.0,2.0,1952.0,11,0,330.0
2,55.61,3,3.0,3.0,1972.0,1,0,429.86
3,76.0,3,3.0,3.0,1975.0,13,0,750.0
3,78.51,3,3.0,2.0,1970.0,14,1,1450.0
5,110.0,3,3.0,9.0,2018.0,13,0,1600.0
2,41.0,1,1.0,5.0,1999.0,3,0,460.0
3,62.0,2,2.0,1.0,1900.0,4,0,370.62
3,79.6,3,3.0,1.0,1920.0,4,1,690.0
3,77.0,3,3.0,2.0,1968.0,8,0,640.0
3,68.43,3,3.0,2.0,1967.0,8,1,615.0
5,111.07,2,2.0,9.0,2020.0,16,1,1380.0
2,50.0,2,2.0,9.0,2019.0,14,0,1600.0
5,120.0,3,3.0,3.0,1980.0,8,1,1435.0
2,60.0,2,2.0,4.0,1990.0,8,1,825.0
2,51.0,2,2.0,4.0,1981.0,16,1,671.0
1,40.35,2,2.0,1.0,1939.0,2,0,325.0
1,33.88,1,1.0,1.0,1939.0,9,1,490.0
3,62.36,3,3.0,1.0,1950.0,8,0,505.0
1,39.68,1,1.0,3.0,1975.0,2,1,355.0
6,140.0,4,4.0,9.0,2019.0,14,0,1840.0
3,61.0,2,2.0,2.0,1960.0,8,0,430.0
2,57.07,2,2.0,5.0,1995.0,3,0,599.23
2,57.61,3,3.5,1.0,1937.0,8,1,484.0
4,82.0,3,3.0,1.0,1900.0,4,1,1290.0
2,57.96,2,2.0,9.0,2016.0,4,1,823.03
1,35.0,1,1.0,9.0,2019.0,14,0,990.0
1,15.0,5,5.0,8.0,2011.0,13,0,440.0
2,59.0,2,2.0,3.0,1971.0,13,1,780.0
4,85.36,3,3.0,5.0,1991.0,9,1,1010.0
3,74.0,3,3.5,1.0,1905.0,8,1,635.84
5,105.0,3,3.0,2.0,1970.0,12,1,1520.0
4,84.0,3,3.0,5.0,1995.0,13,0,1160.0
3,63.0,2,2.0,1.0,1913.0,5,0,815.0
2,60.0,2,2.0,2.0,1964.0,8,0,550.0
4,100.54,4,4.0,4.0,1982.0,7,0,900.0
4,88.21,4,4.0,3.0,1971.0,8,1,998.79
2,47.7,3,3.0,2.0,1953.0,8,1,519.21
4,90.0,4,4.0,3.0,1971.0,11,0,870.0
5,109.0,4,4.0,1.0,1920.0,2,0,610.0
3,70.0,3,3.0,4.0,1983.0,8,1,580.0
2,60.18,2,2.0,4.0,1983.0,8,0,500.1
2,54.18,3,3.0,2.0,1953.0,8,0,550.51
3,64.85,2,2.0,1.0,1925.0,15,1,1051.0
4,82.0,4,4.0,2.0,1966.0,10,0,584.0
3,71.0,3,3.0,5.0,1999.0,14,0,760.0
3,75.0,3,3.0,2.0,1968.0,8,0,610.0
4,86.0,4,4.0,8.0,2011.0,14,0,1100.0
4,86.0,3,3.0,6.0,2002.0,14,0,1170.0
2,50.2,2,2.0,2.0,1952.0,8,1,420.12
2,44.58,2,2.5,2.0,1952.0,8,1,390.0
2,60.0,3,3.0,2.0,1956.0,8,1,680.0
2,56.59,2,2.0,5.0,1996.0,8,0,564.28
4,86.72,2,2.0,5.0,1995.0,5,0,860.0
1,32.65,1,1.0,1.0,1937.0,2,0,238.36
2,44.79,1,1.0,4.0,1983.0,7,1,696.0
3,61.24,2,2.0,1.0,1900.0,2,0,520.0
2,57.45,3,3.5,2.0,1956.0,8,1,560.13
2,48.0,1,1.0,2.0,1969.0,15,1,599.0
5,106.55,4,4.0,2.0,1952.0,8,1,1342.0
2,53.0,2,2.0,4.0,1984.0,14,1,830.0
1,38.12,1,1.0,5.0,1996.0,4,1,310.0
7,160.0,3,3.0,9.0,2017.0,12,1,3950.0
6,138.0,4,4.0,9.0,2018.0,4,1,2260.0
4,95.0,3,3.0,5.0,1995.0,14,0,1130.0
2,50.0,2,2.0,1.0,1905.0,1,0,275.0
3,61.34,2,2.0,9.0,2016.0,4,1,1010.0
3,68.68,3,3.0,4.0,1981.0,4,1,556.99
2,52.45,2,2.0,2.0,1957.0,14,1,685.0
3,61.0,2,2.0,5.0,1997.0,8,0,540.0
2,54.0,2,2.0,9.0,2019.0,13,0,830.0
5,119.0,3,3.0,6.0,2005.0,8,0,1270.0
2,58.11,2,2.0,5.0,1993.0,5,0,493.95
1,36.0,1,1.0,4.0,1986.0,13,0,490.0
5,102.0,4,4.0,1.0,1909.0,4,1,816.0
3,65.8,2,2.0,5.0,1999.0,8,1,479.3
1,38.0,1,1.0,6.0,2001.0,8,0,490.0
2,57.5,2,2.0,2.0,1960.0,13,1,906.25
3,73.0,3,3.0,9.0,2019.0,14,1,1550.0
1,34.0,1,1.0,1.0,1939.0,4,0,240.0
2,56.0,2,2.0,9.0,2019.0,13,0,900.0
3,80.0,4,4.5,2.0,1964.0,8,1,743.0
2,46.27,2,2.0,5.0,1998.0,1,1,515.0
7,200.0,4,4.0,5.0,1994.0,12,0,1820.0
3,76.0,3,3.0,1.0,1930.0,4,1,530.0
4,85.0,1,1.5,5.0,2000.0,11,0,570.0
5,105.67,4,4.0,2.0,1965.0,9,1,947.0
3,74.32,3,3.0,2.0,1960.0,1,0,525.0
4,94.0,2,2.0,1.0,1800.0,8,0,910.0
4,95.0,4,4.0,5.0,1992.0,3,0,690.0
2,51.0,2,2.0,5.0,1994.0,1,0,510.0
4,87.57,3,3.0,9.0,2018.0,4,1,1155.79
3,73.11,3,3.0,5.0,1996.0,4,0,515.55
3,75.0,2,2.0,1.0,1907.0,8,1,475.0
2,50.93,3,3.5,3.0,1976.0,8,0,410.0
2,52.8,2,2.0,3.0,1974.0,8,0,520.0
3,65.0,2,2.0,1.0,1905.0,3,0,580.0
7,162.0,4,4.0,9.0,2019.0,8,1,2569.0
1,29.8,1,1.0,5.0,1996.0,1,0,294.0
2,58.93,3,3.0,2.0,1970.0,5,0,450.0
3,72.0,3,3.0,5.0,1996.0,3,0,530.0
3,62.5,2,2.0,1.0,1900.0,4,1,530.0
3,66.86,2,2.0,2.0,1963.0,15,1,1564.52
2,43.0,1,1.5,3.0,1972.0,7,0,375.0
4,82.0,2,2.0,2.0,1964.0,10,0,842.62
2,54.24,2,2.0,9.0,2018.0,12,0,790.0
2,55.0,1,1.0,3.0,1971.0,7,0,580.0
3,63.0,3,3.0,2.0,1960.0,13,0,480.0
4,100.0,3,3.0,9.0,2019.0,8,0,1215.0
5,105.0,3,3.0,2.0,1956.0,14,1,3850.0
3,78.63,4,4.0,2.0,1958.0,14,0,951.03
2,43.94,2,2.0,3.0,1974.0,2,1,335.0
2,58.8,2,2.0,1.0,1904.0,15,1,965.0
5,111.0,4,4.0,3.0,1973.0,14,0,1080.0
2,55.0,3,3.0,2.0,1959.0,8,1,590.0
6,129.0,5,6.0,1.0,1900.0,1,1,1332.0
2,48.0,2,2.0,1.0,1907.0,4,0,312.0
3,65.03,3,3.0,7.0,2008.0,14,0,618.0
3,72.79,2,2.5,1.0,1935.0,8,0,595.42
3,79.0,2,2.0,1.0,1900.0,10,1,585.0
2,58.73,2,2.0,5.0,1992.0,14,0,1050.0
4,82.04,4,4.0,4.0,1988.0,3,0,710.5
4,81.75,4,4.0,2.0,1963.0,11,1,880.0
2,57.0,2,2.0,5.0,1996.0,2,1,550.0
4,91.06,3,3.0,1.0,1910.0,4,0,664.0
4,100.0,2,2.0,1.0,1932.0,4,1,950.0
5,108.0,4,4.0,5.0,1991.0,8,0,965.0
1,18.0,1,1.0,4.0,1990.0,14,1,415.0
3,77.0,3,3.0,1.0,1912.0,2,0,590.0
2,53.0,2,2.0,5.0,1996.0,2,1,559.0
3,71.0,2,2.0,3.0,1971.0,8,1,1900.0
2,43.0,2,2.0,3.0,1977.0,5,0,297.0
2,52.0,2,2.0,3.0,1977.0,8,1,495.0
4,89.79,4,4.0,2.0,1964.0,13,0,964.0
1,34.0,2,2.0,7.0,2010.0,11,0,625.0
2,51.0,2,2.0,1.0,1896.0,4,1,425.0
4,93.5,3,3.0,2.0,1960.0,12,1,1052.0
1,34.29,1,1.0,1.0,1910.0,1,0,320.0
4,81.75,2,2.0,1.0,1900.0,4,1,895.0
3,70.0,3,3.0,2.0,1964.0,14,1,1449.0
4,84.53,3,3.0,9.0,2017.0,10,0,1086.0
6,137.0,3,3.0,6.0,2005.0,10,0,1667.0
3,71.0,2,2.0,9.0,2019.0,7,0,945.0
2,57.19,3,3.0,2.0,1956.0,7,0,735.92
2,55.02,3,3.0,1.0,1950.0,8,1,403.0
5,114.0,4,4.5,3.0,1979.0,13,0,1350.0
2,44.0,2,2.0,5.0,1997.0,4,1,725.0
4,92.34,3,3.0,9.0,2016.0,15,1,1745.24
4,100.51,3,3.0,3.0,1978.0,13,1,1080.0
2,60.08,3,3.0,4.0,1990.0,4,1,448.0
5,120.0,3,3.0,9.0,2017.0,7,0,1420.0
2,49.57,2,2.0,3.0,1977.0,2,0,385.0
2,56.0,1,1.0,5.0,1997.0,15,1,1400.0
3,65.0,3,3.0,3.0,1977.0,4,1,499.99
2,51.3,2,2.0,4.0,1989.0,1,0,366.0
2,59.0,2,2.0,4.0,1984.0,7,1,740.0
2,46.3,2,2.0,2.0,1968.0,4,0,360.0
3,65.2,2,2.0,5.0,1996.0,8,1,635.0
3,70.0,3,3.0,1.0,1929.0,11,0,490.0
4,87.23,3,3.0,5.0,1994.0,13,0,1210.0
4,95.0,3,3.0,2.0,1965.0,8,0,1450.0
2,53.0,2,2.0,1.0,1910.0,1,0,438.0
3,64.0,2,2.0,1.0,1920.0,2,0,480.0
2,45.0,2,2.0,1.0,1910.0,4,1,330.0
2,59.5,3,3.0,2.0,1964.0,4,1,432.0
3,63.38,2,2.0,1.0,1912.0,14,1,1590.0
5,105.0,3,3.5,3.0,1974.0,12,0,1330.0
3,72.0,3,3.0,5.0,1994.0,8,0,780.0
4,84.0,2,2.0,1.0,1882.0,7,0,590.0
4,84.8,3,3.0,5.0,1996.0,4,0,540.0
3,65.0,2,2.0,1.0,1900.0,2,0,450.0
2,43.01,2,2.0,1.0,1900.0,4,1,466.0
3,76.0,2,2.0,5.0,1993.0,13,1,950.0
3,61.0,3,3.5,3.0,1975.0,8,1,475.0
2,53.0,2,2.0,4.0,1981.0,2,1,545.9
4,86.95,3,3.0,3.0,1972.0,13,0,1020.0
3,75.44,3,3.0,3.0,1971.0,8,1,597.78
4,98.0,3,3.0,8.0,2014.0,14,0,1310.0
3,74.53,2,2.0,9.0,2018.0,9,1,1165.7
4,92.35,3,3.0,1.0,1926.0,4,0,629.0
4,84.62,3,3.0,9.0,2018.0,4,1,1136.54
2,59.96,3,3.0,4.0,1986.0,3,0,385.0
1,37.5,1,1.0,5.0,1991.0,12,0,430.0
3,80.0,2,2.0,9.0,2019.0,8,0,1090.0
6,136.0,4,4.0,8.0,2012.0,14,1,2150.0
1,19.0,1,1.0,1.0,1750.0,14,1,330.0
3,66.0,2,2.0,2.0,1953.0,8,1,1250.0
2,59.0,2,2.0,4.0,1986.0,8,0,450.0
2,60.78,2,2.0,3.0,1980.0,7,0,580.0
3,75.0,2,2.5,8.0,2012.0,15,1,1300.0
5,110.0,3,3.0,1.0,1875.0,14,1,1090.0
5,118.0,3,3.0,5.0,1992.0,8,0,1145.0
4,82.0,3,3.0,1.0,1920.0,7,0,540.0
1,29.0,1,1.0,2.0,1964.0,14,1,1085.0
3,79.2,3,3.0,1.0,1910.0,2,1,790.0
1,28.0,1,1.0,2.0,1967.0,12,0,790.0
3,74.22,3,3.0,5.0,1992.0,15,1,844.0
4,91.94,3,3.0,9.0,2019.0,14,0,1780.0
1,38.0,1,1.0,5.0,1993.0,4,0,322.0
3,65.0,2,2.0,2.0,1958.0,13,0,750.0
2,50.0,2,2.0,1.0,1906.0,10,1,410.0
6,140.0,4,4.0,6.0,2001.0,14,0,950.0
2,57.0,2,2.0,4.0,1981.0,7,1,895.0
5,103.0,3,3.5,7.0,2008.0,8,1,1220.0
7,265.0,5,6.0,8.0,2014.0,14,0,2760.0
2,60.0,3,3.0,3.0,1972.0,8,0,470.0
3,75.0,2,2.0,1.0,1914.0,8,1,733.0
3,70.0,2,2.0,5.0,1995.0,4,0,470.0
3,69.0,4,4.0,2.0,1963.0,8,1,950.0
3,68.64,3,3.0,5.0,1996.0,1,1,584.0
3,67.41,4,4.0,2.0,1958.0,14,0,711.86
2,53.91,2,2.0,4.0,1985.0,1,1,350.95
2,53.16,2,2.0,2.0,1965.0,11,1,595.0
2,42.0,1,1.0,3.0,1972.0,13,0,890.0
1,35.69,1,1.0,4.0,1985.0,15,1,528.0
3,68.0,3,3.0,1.0,1900.0,4,0,430.0
2,60.0,2,2.0,2.0,1958.0,7,1,750.0
3,80.26,3,3.5,1.0,1916.0,8,1,605.22
3,61.5,2,2.0,2.0,1961.0,11,0,565.0
2,59.8,3,3.0,2.0,1954.0,8,1,649.0
5,118.0,4,4.0,1.0,1900.0,4,1,1295.0
2,56.0,2,2.0,2.0,1967.0,12,1,1000.0
7,207.0,5,5.0,9.0,2018.0,15,1,4150.0
3,62.51,3,3.0,4.0,1988.0,4,1,539.0
7,158.0,4,4.0,7.0,2010.0,13,1,2400.0
3,63.19,3,3.0,1.0,1921.0,4,1,444.0
3,66.0,3,3.0,3.0,1974.0,8,1,600.0
3,66.0,2,2.0,5.0,1996.0,4,1,515.0
2,50.13,2,2.0,5.0,1991.0,10,0,466.0
4,95.0,3,3.5,5.0,1999.0,7,0,895.0
2,51.53,2,2.0,5.0,1992.0,14,0,696.0
1,38.54,1,1.0,5.0,1997.0,1,0,350.0
4,88.0,3,3.0,4.0,1985.0,13,0,1300.0
1,39.0,1,1.0,1.0,1912.0,8,0,330.0
7,165.64,5,5.0,9.0,2018.0,15,1,2633.68
1,33.0,1,1.0,3.0,1971.0,15,1,499.0
3,66.15,3,3.0,2.0,1954.0,8,1,1200.0
4,94.87,3,3.0,1.0,1926.0,9,0,565.0
2,60.38,2,2.5,1.0,1899.0,4,1,595.0
2,43.0,1,1.0,2.0,1967.0,13,1,635.0
2,60.8,3,3.0,3.0,1973.0,5,0,475.0
6,122.77,3,3.0,1.0,1885.0,4,1,1271.0
5,101.0,3,3.5,7.0,2007.0,8,0,1270.0
4,83.0,2,2.5,4.0,1982.0,12,0,1210.0
1,30.0,2,2.0,1.0,1937.0,8,1,330.0
2,56.44,2,2.0,1.0,1913.0,4,0,385.0
3,62.17,2,2.0,9.0,2018.0,4,1,791.0
2,48.33,3,3.5,2.0,1957.0,8,0,500.0
2,54.47,4,4.0,2.0,1968.0,1,0,498.0
2,42.0,1,1.0,5.0,1995.0,7,0,500.0
2,58.0,2,2.5,7.0,2008.0,14,0,620.0
2,57.39,2,2.0,4.0,1987.0,15,1,668.48
1,34.0,1,1.0,2.0,1958.0,8,1,325.0
4,89.7,3,3.0,4.0,1990.0,7,0,795.0
7,217.0,5,6.0,1.0,1900.0,15,1,3487.0
3,73.87,2,2.0,9.0,2019.0,8,1,670.0
4,100.0,3,3.0,8.0,2012.0,8,0,1495.0
2,56.21,2,2.0,9.0,2020.0,8,0,710.0
2,58.0,2,2.0,1.0,1900.0,14,1,2250.0
3,65.88,3,3.0,4.0,1987.0,4,0,384.38
3,68.79,2,2.0,1.0,1900.0,4,0,499.0
1,36.6,1,1.0,5.0,1995.0,8,0,617.0
2,42.92,2,2.5,2.0,1963.0,8,1,395.0
1,40.0,1,1.0,2.0,1965.0,13,0,510.0
1,36.22,1,1.0,4.0,1981.0,2,0,247.02
2,45.0,2,2.0,5.0,1996.0,1,0,379.0
3,75.0,2,2.0,1.0,1907.0,2,0,450.0
1,30.0,1,1.0,3.0,1975.0,8,1,350.0
5,114.0,3,3.0,9.0,2018.0,7,0,1050.0
3,64.91,2,2.0,2.0,1962.0,10,0,531.0
4,100.0,3,3.0,1.0,1940.0,5,0,1200.0
