livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,totalRent
1,20.0,1,1.0,1.0,1949.0,8,1,240.0
4,97.01,3,3.0,9.0,2019.0,8,0,1307.0
3,75.12,3,3.0,2.0,1954.0,7,0,854.52
2,49.15,2,2.0,1.0,1939.0,7,1,425.0
2,60.0,2,2.0,1.0,1868.0,8,0,540.0
7,169.0,4,4.0,8.0,2013.0,6,1,1915.0
2,50.0,2,2.0,2.0,1966.0,8,1,515.0
6,145.0,4,4.0,7.0,2007.0,12,0,1100.0
2,51.53,2,2.0,9.0,2018.0,8,0,512.0
6,126.0,3,3.0,1.0,1918.0,15,1,1650.0
3,70.98,2,2.5,3.0,1974.0,10,0,532.0
5,115.0,4,4.0,1.0,1910.0,2,1,1135.0
3,63.0,2,2.5,7.0,2008.0,8,1,1050.0
2,60.0,3,3.0,2.0,1951.0,8,0,615.0
2,51.0,2,2.0,9.0,2019.0,8,1,860.0
4,82.0,3,3.0,3.0,1972.0,8,1,860.0
7,176.0,4,4.5,8.0,2015.0,11,1,2300.0
3,64.28,2,2.0,9.0,2019.0,7,0,700.0
2,50.91,2,2.0,4.0,1982.0,1,0,362.0
1,21.5,1,1.0,1.0,1907.0,10,0,350.0
3,78.08,4,4.0,2.0,1956.0,7,0,615.0
2,46.73,2,2.0,9.0,2017.0,14,0,790.0
1,31.2,1,1.0,1.0,1905.0,4,0,225.0
3,75.0,3,3.5,5.0,1994.0,12,0,960.0
1,36.2,1,1.0,1.0,1927.0,4,1,254.0
3,62.86,3,3.0,4.0,1981.0,5,0,445.0
3,70.0,2,2.0,9.0,2019.0,13,0,1000.0
2,59.97,3,3.0,5.0,1995.0,2,0,487.73
4,83.5,3,3.0,8.0,2014.0,15,1,1360.0
3,69.3,2,2.0,1.0,1898.0,4,0,476.5
3,70.0,3,3.0,1.0,1912.0,8,1,735.0
1,30.0,1,1.0,3.0,1976.0,14,0,360.0
3,73.41,3,3.0,5.0,1994.0,8,0,672.14
7,230.29,5,6.0,5.0,1994.0,8,1,2026.97
7,171.0,2,2.0,1.0,1912.0,9,1,2200.0
4,84.0,3,3.0,1.0,1905.0,4,1,668.0
4,88.6,3,3.0,9.0,2017.0,8,0,1150.0
4,97.0,4,4.0,1.0,1910.0,4,0,920.0
3,80.33,3,3.0,9.0,2018.0,13,1,1520.0
3,61.0,2,2.0,8.0,2013.0,8,0,730.0
1,29.0,1,1.0,5.0,1992.0,1,0,295.0
1,27.0,1,1.0,5.0,1996.0,4,0,250.0
2,56.91,3,3.0,4.0,1985.0,1,0,445.27
4,90.73,3,3.0,3.0,1979.0,4,1,619.0
2,56.65,3,3.0,3.0,1976.0,1,0,380.0
2,48.73,2,2.0,1.0,1940.0,7,0,410.0
1,25.0,1,1.0,1.0,1900.0,10,0,320.0
3,73.19,3,3.0,1.0,1936.0,1,0,469.0
6,127.0,2,2.5,9.0,2017.0,16,1,2437.65
6,146.0,4,4.0,5.0,1997.0,8,1,2499.0
3,67.76,3,3.0,4.0,1985.0,5,0,531.6
3,72.0,3,3.0,2.0,1967.0,8,0,680.0
5,120.25,2,2.0,1.0,1600.0,4,0,960.0
1,19.2,1,1.0,2.0,1955.0,14,1,790.0
2,53.7,2,2.0,1.0,1912.0,4,1,412.0
5,111.36,3,3.0,2.0,1969.0,12,0,1060.0
1,36.2,2,2.0,1.0,1905.0,4,1,267.0
3,78.13,3,3.0,2.0,1965.0,14,1,870.0
3,70.4,3,3.0,2.0,1968.0,16,1,940.0
1,26.0,1,1.0,7.0,2008.0,3,0,399.0
4,82.0,3,3.0,1.0,1900.0,4,1,700.0
2,47.45,2,2.0,1.0,1930.0,4,1,472.0
1,31.5,1,1.0,4.0,1982.0,3,0,270.0
3,67.0,2,2.0,9.0,2019.0,9,0,749.58
1,31.81,1,1.0,2.0,1964.0,1,0,240.0
2,60.0,2,2.0,5.0,1994.0,5,0,495.0
3,64.97,2,2.0,2.0,1954.0,8,1,563.0
4,85.08,3,3.0,9.0,2018.0,7,0,900.0
2,49.57,2,2.0,2.0,1964.0,4,1,515.53
5,106.6,4,4.0,1.0,1915.0,1,0,800.0
3,62.0,2,2.0,1.0,1923.0,8,1,600.0
3,74.0,2,2.5,9.0,2018.0,14,1,1949.0
2,48.36,2,2.0,4.0,1985.0,4,0,405.25
3,64.62,2,2.0,2.0,1953.0,8,1,545.0
2,50.2,2,2.0,2.0,1961.0,1,0,425.0
3,75.0,3,3.5,2.0,1963.0,8,1,630.0
3,78.0,3,3.0,5.0,1993.0,14,0,790.0
1,31.0,1,1.0,9.0,2018.0,14,1,1100.0
6,136.0,3,3.5,1.0,1900.0,8,1,1852.03
2,57.0,1,1.0,5.0,1996.0,15,1,630.0
1,34.98,2,2.0,2.0,1965.0,15,1,750.0
4,81.3,2,2.0,3.0,1973.0,11,1,1065.0
3,72.0,2,2.5,4.0,1983.0,8,0,675.0
2,50.0,2,2.0,2.0,1957.0,13,1,1125.0
4,81.0,2,2.5,2.0,1965.0,12,1,1280.0
2,49.87,2,2.0,1.0,1908.0,10,0,420.0
4,85.0,4,4.5,1.0,1910.0,7,1,880.0
4,84.0,3,3.0,4.0,1990.0,8,0,730.0
2,48.0,2,2.0,3.0,1971.0,15,1,481.63
2,44.3,2,2.0,2.0,1968.0,3,0,435.0
5,110.0,3,3.0,9.0,2019.0,12,0,1520.0
3,66.36,4,4.0,2.0,1967.0,1,0,574.0
3,67.0,2,2.0,3.0,1980.0,8,1,670.0
3,69.0,3,3.0,3.0,1977.0,2,0,460.0
4,84.0,3,3.0,5.0,1994.0,12,0,630.0
2,60.0,3,3.5,2.0,1958.0,8,0,500.0
3,70.0,2,2.0,5.0,1998.0,12,1,1500.0
4,83.0,3,3.0,7.0,2006.0,7,0,770.0
4,92.7,3,3.0,1.0,1900.0,5,0,759.0
1,25.5,1,1.0,2.0,1966.0,14,1,400.0
5,113.0,4,4.0,1.0,1882.0,1,0,1130.0
2,48.14,1,1.0,9.0,2019.0,10,0,717.34
2,51.0,2,2.0,3.0,1977.0,7,1,640.0
4,88.0,4,4.0,1.0,1910.0,4,0,560.0
2,59.0,2,2.0,2.0,1959.0,10,1,670.0
3,64.0,2,2.0,9.0,2018.0,3,0,575.0
3,61.6,2,2.0,8.0,2014.0,14,1,1688.0
6,127.0,4,4.0,9.0,2017.0,8,1,1780.0
3,77.0,3,3.0,3.0,1974.0,13,0,840.0
3,67.0,2,2.5,4.0,1985.0,11,0,940.0
1,34.48,1,1.0,1.0,1891.0,15,1,494.9
2,55.34,2,2.0,3.0,1978.0,13,1,720.0
2,42.0,1,1.0,2.0,1967.0,13,0,619.33
5,109.0,3,3.0,9.0,2019.0,15,1,1869.0
5,109.1,4,4.0,9.0,2018.0,4,1,1690.0
4,85.0,4,4.0,5.0,1998.0,6,1,730.0
5,110.0,2,2.0,7.0,2010.0,13,1,2250.0
2,51.63,2,2.5,2.0,1963.0,8,1,499.0
6,130.26,4,4.0,5.0,2000.0,11,0,1225.0
3,74.47,3,3.0,5.0,1994.0,12,0,800.0
2,41.0,1,1.0,3.0,1975.0,8,1,561.0
3,64.6,3,3.0,3.0,1971.0,7,1,833.61
6,132.0,5,6.0,3.0,1973.0,12,0,1250.0
4,99.89,3,3.0,1.0,1900.0,4,1,1129.0
5,103.0,3,3.0,8.0,2013.0,13,0,1400.0
1,36.2,2,2.0,1.0,1914.0,4,0,290.0
5,120.63,2,2.0,8.0,2014.0,11,1,1500.0
1,34.61,1,1.5,5.0,1994.0,4,0,330.0
5,115.0,3,3.0,1.0,1900.0,12,1,1490.0
4,92.0,3,3.0,1.0,1903.0,14,0,970.0
3,62.96,2,2.0,1.0,1927.0,8,1,610.0
6,124.4,3,3.0,2.0,1969.0,14,0,1300.0
1,28.0,1,1.0,2.0,1960.0,8,1,799.0
1,35.0,1,1.0,1.0,1750.0,12,0,715.0
1,34.0,1,1.5,1.0,1920.0,5,0,450.0
2,55.48,2,2.0,2.0,1951.0,8,0,555.9
4,84.0,3,3.5,6.0,2001.0,7,0,630.0
4,85.0,3,3.0,3.0,1972.0,12,0,800.0
2,60.0,2,2.0,2.0,1970.0,1,0,490.0
3,69.0,4,4.0,4.0,1981.0,4,0,438.0
7,184.0,3,3.0,7.0,2006.0,16,1,3400.0
3,68.14,3,3.0,4.0,1986.0,4,1,446.0
5,105.0,3,3.5,1.0,1898.0,14,1,2330.0
3,76.0,3,3.0,2.0,1961.0,12,0,487.0
5,107.9,3,3.0,1.0,1890.0,4,0,850.0
4,82.05,3,3.0,6.0,2005.0,4,0,523.84
2,50.94,2,2.0,3.0,1972.0,8,1,509.0
4,88.0,3,3.0,1.0,1905.0,4,0,560.0
3,65.92,3,3.0,3.0,1974.0,1,1,503.67
1,34.2,1,1.0,1.0,1910.0,4,1,263.0
3,70.0,3,3.0,5.0,1993.0,7,0,790.0
2,46.96,2,2.0,3.0,1975.0,1,0,381.79
3,66.25,3,3.0,3.0,1975.0,4,1,708.0
3,65.0,2,2.0,1.0,1911.0,13,1,1450.0
7,170.61,4,4.0,9.0,2017.0,8,1,3890.0
4,100.0,3,3.0,1.0,1925.0,6,0,690.0
2,52.0,2,2.0,2.0,1954.0,12,0,535.0
5,102.0,3,3.0,1.0,1850.0,4,0,784.0
2,49.77,2,2.0,1.0,1910.0,4,1,425.0
2,56.0,2,2.0,3.0,1973.0,14,0,950.0
3,75.0,2,2.0,9.0,2019.0,13,0,1175.0
2,55.2,2,2.0,5.0,1994.0,4,0,435.0
4,92.2,3,3.0,9.0,2018.0,4,1,1715.0
5,111.0,4,4.0,9.0,2018.0,14,0,1320.0
2,56.0,2,2.0,9.0,2019.0,14,1,770.0
3,72.0,2,2.0,2.0,1955.0,13,0,965.0
3,75.0,3,3.0,5.0,1995.0,8,0,950.0
2,54.0,2,2.0,1.0,1900.0,4,1,530.0
3,68.36,3,3.0,2.0,1967.0,10,0,573.0
1,39.0,2,2.0,1.0,1883.0,4,0,368.0
2,49.75,2,2.0,2.0,1961.0,8,0,559.0
5,110.0,4,4.0,1.0,1905.0,4,1,720.0
3,68.71,3,3.0,1.0,1950.0,8,1,420.0
3,61.0,3,3.0,2.0,1967.0,4,1,399.0
3,64.0,2,2.0,1.0,1936.0,4,0,419.0
5,106.0,3,3.0,3.0,1972.0,13,0,940.0
2,60.0,2,2.5,9.0,2018.0,11,0,610.0
2,49.11,2,2.0,9.0,2019.0,13,0,627.0
2,59.0,2,2.5,1.0,1925.0,1,0,430.0
6,149.66,4,4.0,1.0,1900.0,4,1,1064.0
4,91.2,3,3.5,3.0,1974.0,15,1,1109.6
4,91.81,3,3.0,1.0,1900.0,4,1,1073.0
3,64.2,2,2.0,2.0,1965.0,8,1,510.0
3,74.97,3,3.0,1.0,1930.0,1,0,575.0
3,75.0,2,2.0,2.0,1968.0,13,0,920.0
3,74.39,4,4.0,2.0,1959.0,10,0,699.0
4,100.0,3,3.0,2.0,1963.0,13,0,1350.0
5,110.0,4,4.0,3.0,1978.0,9,1,1115.0
1,32.61,1,1.0,4.0,1986.0,4,1,277.19
1,13.0,1,1.0,1.0,1910.0,8,0,200.0
2,41.06,2,2.0,5.0,1994.0,4,1,480.0
3,62.8,3,3.0,1.0,1900.0,4,1,440.0
4,87.32,3,3.0,2.0,1960.0,8,1,786.0
4,95.0,3,3.0,8.0,2011.0,12,0,1078.0
2,42.0,2,2.0,1.0,1901.0,14,1,835.0
2,41.28,2,2.0,1.0,1945.0,5,0,421.52
1,20.5,1,1.0,8.0,2011.0,5,1,469.0
3,69.0,2,2.5,2.0,1961.0,14,0,1215.0
3,66.0,2,2.0,3.0,1976.0,8,0,617.0
3,67.0,2,2.0,2.0,1968.0,8,0,550.0
5,101.0,3,3.0,9.0,2018.0,16,1,1890.0
4,95.0,3,3.0,8.0,2015.0,8,0,1272.0
2,60.0,2,2.0,4.0,1985.0,14,1,1220.0
3,65.0,3,3.0,2.0,1952.0,4,1,550.0
2,44.9,2,2.0,1.0,1900.0,1,0,410.0
2,53.0,1,1.5,1.0,1786.0,10,0,500.0
2,58.0,2,2.0,2.0,1961.0,10,0,610.0
3,74.8,2,2.0,5.0,1996.0,11,0,707.0
1,36.0,1,1.0,6.0,2001.0,14,1,480.0
4,82.0,3,3.0,3.0,1976.0,13,1,2850.0
2,43.8,2,2.0,2.0,1954.0,14,0,496.0
3,76.0,4,4.0,2.0,1968.0,8,0,635.0
6,142.0,5,8.0,4.0,1986.0,1,0,852.0
4,86.0,4,4.0,3.0,1973.0,4,0,700.0
2,46.0,2,2.0,2.0,1963.0,10,0,440.0
1,34.79,1,1.0,9.0,2016.0,4,1,550.0
3,62.93,3,3.0,3.0,1977.0,3,0,348.0
2,43.0,2,2.0,1.0,1925.0,4,0,311.0
1,31.71,1,1.0,5.0,1994.0,2,0,228.31
3,76.54,3,3.0,2.0,1966.0,7,0,623.0
3,74.0,3,3.0,5.0,1995.0,8,1,869.0
3,63.46,3,3.0,2.0,1962.0,8,1,561.0
5,104.19,2,2.0,8.0,2012.0,5,0,1025.8
4,83.0,3,3.0,1.0,1907.0,8,1,675.0
3,65.0,3,3.0,2.0,1969.0,2,0,551.0
3,72.4,2,2.0,8.0,2015.0,13,1,1546.0
3,62.0,2,2.0,5.0,1995.0,8,0,680.0
7,172.0,5,5.0,3.0,1974.0,13,0,1390.0
2,48.6,2,2.0,1.0,1940.0,4,0,355.0
3,65.0,2,2.0,1.0,1907.0,4,1,464.0
3,68.0,2,2.0,6.0,2003.0,12,1,850.0
5,115.0,2,2.5,5.0,1991.0,12,0,950.0
2,58.0,2,2.0,2.0,1957.0,11,0,645.0
1,32.0,1,1.0,3.0,1973.0,14,1,470.0
2,58.8,3,3.5,2.0,1958.0,8,1,617.0
7,166.1,3,3.0,9.0,2018.0,16,1,3340.0
6,132.0,3,3.0,8.0,2015.0,14,0,900.0
2,48.0,2,2.0,1.0,1935.0,13,1,450.0
1,39.0,1,1.0,3.0,1973.0,8,0,419.0
4,86.43,3,3.0,1.0,1912.0,4,1,820.0
5,112.0,4,4.0,3.0,1973.0,13,0,1160.0
2,60.0,2,2.0,3.0,1971.0,8,0,600.0
4,85.33,3,3.0,1.0,1900.0,4,1,804.5
1,33.86,1,1.0,2.0,1965.0,5,0,307.12
2,56.5,2,2.0,2.0,1965.0,15,1,913.5
2,41.97,1,1.0,1.0,1900.0,4,0,370.0
3,61.27,3,3.0,3.0,1978.0,4,1,496.28
5,116.0,3,3.0,3.0,1978.0,12,0,1000.0
2,49.7,2,2.0,5.0,1995.0,4,0,393.0
3,73.0,2,2.0,1.0,1910.0,4,1,621.0
2,55.5,2,2.0,7.0,2008.0,4,1,433.0
5,104.0,3,3.5,9.0,2018.0,4,1,1352.0
3,80.0,4,4.0,5.0,1998.0,2,0,640.0
3,64.13,3,3.0,3.0,1974.0,4,1,525.0
3,80.69,2,2.5,3.0,1979.0,8,1,609.99
6,150.0,4,4.0,6.0,2003.0,14,0,2990.0
2,59.0,3,3.0,4.0,1984.0,4,0,432.0
2,59.6,2,2.0,2.0,1953.0,13,1,854.16
3,72.0,3,3.5,2.0,1970.0,8,1,685.0
2,49.26,2,2.0,1.0,1900.0,4,1,490.0
3,62.0,2,2.0,2.0,1964.0,14,0,550.0
3,66.95,3,3.0,4.0,1987.0,2,0,386.3
3,69.35,3,3.0,4.0,1985.0,4,1,565.97
1,27.55,1,1.0,4.0,1986.0,1,0,270.0
1,40.0,1,1.0,3.0,1972.0,14,0,620.0
1,26.0,1,1.0,2.0,1964.0,15,1,419.0
5,113.0,4,4.0,8.0,2012.0,13,1,1710.0
1,32.65,1,1.0,3.0,1980.0,3,0,249.0
5,107.35,4,4.0,1.0,1904.0,8,1,1050.0
4,90.73,3,3.0,3.0,1979.0,4,1,599.0
7,160.0,5,5.0,1.0,1895.0,7,1,1370.0
3,63.79,2,2.0,9.0,2019.0,8,1,948.86
3,68.0,2,2.5,1.0,1900.0,5,1,772.0
4,88.8,3,3.0,1.0,1633.0,1,0,750.0
1,37.6,2,2.0,8.0,2014.0,14,1,925.0
5,103.0,3,3.0,5.0,1992.0,6,1,1105.0
5,107.4,3,3.5,7.0,2010.0,8,1,1220.0
3,62.0,3,3.0,3.0,1977.0,4,1,471.2
3,69.52,3,3.0,1.0,1940.0,5,0,474.55
2,48.9,2,2.0,2.0,1965.0,1,0,397.0
2,51.43,2,2.0,1.0,1927.0,1,1,397.58
2,57.3,3,3.0,2.0,1961.0,4,0,378.86
1,30.0,1,1.0,1.0,1870.0,8,1,1179.0
3,62.0,2,2.5,4.0,1982.0,8,1,526.0
5,102.0,4,4.0,2.0,1970.0,8,0,1000.0
2,60.0,2,2.0,2.0,1960.0,4,0,365.0
2,42.0,2,2.0,1.0,1907.0,4,0,300.0
1,29.95,1,1.0,2.0,1965.0,4,1,344.0
2,58.36,3,3.0,5.0,1995.0,4,0,382.4
5,119.8,4,4.0,8.0,2015.0,3,0,1245.92
1,23.0,1,1.0,8.0,2012.0,8,1,414.0
4,82.78,3,3.0,5.0,1993.0,8,1,760.0
4,91.0,3,3.0,1.0,1950.0,8,1,1440.0
2,52.0,2,2.0,4.0,1990.0,13,1,1191.0
5,105.0,4,4.0,4.0,1987.0,14,1,3100.0
4,90.77,3,3.0,9.0,2018.0,8,0,1220.86
3,76.0,3,3.0,9.0,2018.0,14,0,710.0
5,103.14,3,3.0,3.0,1974.0,8,0,928.26
2,55.4,3,3.0,2.0,1969.0,3,0,515.0
7,280.0,5,6.0,8.0,2015.0,12,1,3850.0
3,63.0,2,2.0,9.0,2016.0,15,1,1110.0
6,143.0,5,5.0,2.0,1959.0,8,1,1150.0
6,146.69,4,4.0,8.0,2015.0,8,1,2223.62
3,73.5,3,3.5,5.0,1995.0,12,0,1070.0
3,66.54,3,3.0,3.0,1979.0,4,1,701.0
1,40.0,1,1.0,5.0,1998.0,11,1,410.0
3,65.82,2,2.0,3.0,1976.0,8,1,553.97
3,80.0,3,3.0,5.0,1998.0,4,1,510.0
2,44.0,2,2.0,2.0,1969.0,8,1,480.0
3,72.0,3,3.0,3.0,1972.0,8,1,564.0
3,66.94,4,4.0,1.0,1900.0,8,1,515.0
4,83.72,2,2.0,2.0,1970.0,8,1,714.84
2,53.1,2,2.0,1.0,1928.0,4,1,404.0
1,18.0,1,1.0,1.0,1908.0,4,0,207.0
1,31.0,1,1.0,1.0,1930.0,1,1,380.0
2,50.73,2,2.0,5.0,1995.0,2,0,435.86
3,63.0,3,3.0,2.0,1958.0,12,1,850.0
5,112.0,3,3.0,6.0,2002.0,8,1,1290.0
2,54.88,3,3.0,2.0,1951.0,3,0,474.72
7,208.0,5,5.0,1.0,1900.0,4,1,2315.0
3,68.0,3,3.0,1.0,1900.0,4,1,513.0
2,52.0,2,2.0,1.0,1950.0,4,0,359.0
3,64.44,3,3.0,1.0,1930.0,2,0,450.0
3,69.15,3,3.0,3.0,1972.0,7,0,585.0
2,56.0,2,2.0,1.0,1915.0,4,1,510.0
3,79.0,3,3.0,3.0,1972.0,8,1,765.0
5,118.0,3,3.5,9.0,2017.0,12,0,1350.0
1,40.0,1,1.0,2.0,1964.0,13,1,860.0
4,90.19,3,3.0,1.0,1850.0,4,0,939.0
2,56.69,2,2.0,9.0,2019.0,14,0,1060.0
3,73.0,3,3.0,2.0,1951.0,8,1,710.0
4,93.4,3,3.0,9.0,2018.0,8,1,1192.5
4,97.0,3,3.0,4.0,1982.0,12,0,1350.0
2,55.0,2,2.0,4.0,1990.0,8,0,460.0
5,102.0,3,3.5,8.0,2013.0,12,0,1450.0
2,59.25,2,2.0,1.0,1926.0,2,1,550.62
3,66.0,2,2.0,5.0,1993.0,8,0,640.0
2,52.18,2,2.0,1.0,1930.0,15,1,614.13
3,64.0,2,2.5,9.0,2020.0,7,1,820.0
4,92.0,2,2.0,3.0,1978.0,14,0,1255.0
4,98.51,4,4.0,9.0,2019.0,8,1,1448.1
2,45.48,2,2.0,2.0,1966.0,1,0,372.0
3,75.0,3,3.0,5.0,1998.0,8,1,760.0
2,55.0,3,3.0,2.0,1957.0,8,1,510.0
3,76.1,4,4.0,2.0,1956.0,8,1,595.0
1,31.8,1,1.0,1.0,1936.0,13,0,480.0
3,70.39,3,3.0,3.0,1978.0,1,0,466.86
2,52.0,2,2.0,3.0,1972.0,8,1,810.0
3,72.0,2,2.0,9.0,2017.0,13,1,1500.0
4,95.6,3,3.0,6.0,2003.0,14,0,1550.0
3,67.76,2,2.5,1.0,1928.0,15,1,1030.0
4,86.0,3,3.0,8.0,2014.0,14,1,2160.0
2,58.59,3,3.0,4.0,1983.0,5,0,511.47
2,58.3,2,2.0,5.0,1997.0,7,0,632.0
3,65.53,4,4.0,4.0,1986.0,1,0,461.0
2,43.0,2,2.0,5.0,1993.0,4,1,440.0
2,46.5,1,1.0,9.0,2019.0,14,1,1382.0
3,73.0,2,2.0,1.0,1880.0,11,0,510.0
3,75.0,3,3.0,5.0,1993.0,14,0,650.0
1,25.0,1,1.0,4.0,1982.0,8,1,685.0
2,53.0,2,2.0,1.0,1900.0,2,1,450.0
2,53.5,2,2.0,7.0,2010.0,1,0,413.0
3,62.0,2,2.0,9.0,2019.0,8,0,527.0
3,62.0,2,2.0,2.0,1951.0,9,0,539.0
2,42.2,2,2.0,3.0,1980.0,2,0,342.0
1,32.61,1,1.0,4.0,1981.0,4,1,297.0
2,44.35,2,2.0,3.0,1972.0,5,0,504.26
3,72.0,3,3.0,1.0,1946.0,11,0,525.0
4,92.41,2,2.0,9.0,2017.0,8,0,1218.0
2,44.0,2,2.0,4.0,1987.0,1,0,320.0
5,120.0,5,6.0,1.0,1933.0,13,0,1100.0
3,77.0,3,3.0,5.0,2000.0,14,0,1190.0
2,52.7,3,3.5,2.0,1951.0,8,1,651.0
2,48.0,1,1.5,3.0,1971.0,10,0,705.0
2,55.0,2,2.0,1.0,1900.0,4,1,578.0
2,47.0,2,2.0,1.0,1900.0,1,0,305.0
3,79.33,4,4.0,2.0,1963.0,10,0,680.0
5,115.49,3,3.0,9.0,2019.0,14,1,2036.83
4,88.07,3,3.0,9.0,2016.0,8,0,710.0
3,73.11,4,4.0,3.0,1974.0,4,1,677.94
2,50.0,2,2.0,9.0,2017.0,11,0,1399.0
1,30.6,1,1.0,1.0,1938.0,4,0,298.0
3,61.85,3,3.0,2.0,1960.0,8,1,677.43
3,74.0,3,3.0,6.0,2001.0,14,1,1480.0
2,58.64,3,3.0,2.0,1970.0,4,0,414.0
7,176.0,5,7.0,9.0,2018.0,14,0,1910.0
2,50.71,2,2.0,2.0,1970.0,5,0,386.41
2,52.0,2,2.0,3.0,1975.0,12,0,660.0
3,66.0,2,2.0,8.0,2013.0,13,0,692.0
2,48.0,2,2.0,2.0,1970.0,11,0,440.0
7,186.16,4,4.0,9.0,2017.0,8,0,4215.0
2,58.0,2,2.0,2.0,1959.0,8,1,500.0
6,140.0,5,5.0,2.0,1966.0,13,0,1225.0
3,75.94,3,3.0,3.0,1980.0,15,1,975.0
3,72.18,2,2.0,1.0,1910.0,15,1,949.0
7,186.5,4,4.5,9.0,2019.0,8,0,2980.0
7,167.0,5,5.0,3.0,1973.0,14,0,1265.0
2,44.27,1,1.0,2.0,1958.0,7,1,547.7
6,146.0,5,6.0,3.0,1975.0,12,0,1800.0
3,69.0,3,3.0,1.0,1900.0,4,1,497.0
5,103.0,3,3.5,7.0,2008.0,8,0,1030.0
3,80.0,3,3.0,4.0,1987.0,8,0,650.0
2,43.95,1,1.5,1.0,1900.0,1,1,395.55
2,50.0,2,2.0,8.0,2014.0,4,0,350.0
3,67.0,3,3.0,2.0,1959.0,13,0,780.0
4,95.0,3,3.0,4.0,1983.0,11,0,878.0
2,47.52,2,2.0,2.0,1960.0,8,1,550.0
6,126.0,4,4.0,1.0,1895.0,15,1,2083.0
4,89.0,3,3.0,2.0,1964.0,12,1,810.0
3,78.22,3,3.0,9.0,2018.0,4,1,1075.53
3,71.89,3,3.5,1.0,1905.0,8,1,560.0
2,54.24,2,2.0,2.0,1963.0,13,1,563.92
1,19.0,1,1.0,5.0,1993.0,8,1,290.0
7,234.0,5,7.0,1.0,1910.0,15,1,2944.0
2,47.21,2,2.0,1.0,1912.0,4,1,373.0
2,43.99,2,2.0,2.0,1953.0,8,1,395.0
1,26.56,1,1.0,4.0,1983.0,4,1,268.0
4,82.0,3,3.0,1.0,1900.0,4,1,710.0
3,62.97,3,3.0,2.0,1965.0,15,1,836.0
2,43.0,1,1.0,1.0,1901.0,4,1,529.0
3,66.12,3,3.0,2.0,1958.0,8,0,619.47
6,128.0,3,3.0,9.0,2018.0,8,0,1610.0
3,64.29,3,3.0,2.0,1952.0,4,1,605.0
4,93.85,3,3.0,1.0,1930.0,4,1,1004.2
2,60.0,2,2.0,1.0,1906.0,15,1,900.0
3,75.45,3,3.0,9.0,2019.0,7,0,1070.0
3,77.71,3,3.5,6.0,2003.0,8,1,741.1
2,48.86,2,2.0,1.0,1935.0,4,0,325.0
2,45.0,2,2.0,7.0,2007.0,13,1,990.0
3,62.69,3,3.0,3.0,1974.0,3,0,473.0
3,77.27,3,3.0,9.0,2018.0,15,1,1431.02
5,115.0,4,4.0,2.0,1969.0,8,1,1070.0
4,98.0,4,4.0,6.0,2005.0,12,0,1000.0
2,50.5,2,2.0,1.0,1949.0,10,0,460.0
2,50.92,2,2.0,1.0,1900.0,4,1,490.0
4,90.0,2,2.0,1.0,1926.0,8,1,1600.0
5,112.0,3,3.0,9.0,2018.0,7,0,1389.0
6,148.44,4,4.5,9.0,2017.0,4,1,1856.0
2,60.85,2,2.0,1.0,1913.0,8,1,577.0
3,64.0,3,3.0,2.0,1964.0,8,1,559.0
5,110.0,4,4.0,2.0,1952.0,13,0,1500.0
3,69.06,2,2.0,5.0,1992.0,12,1,1260.0
4,90.24,3,3.0,4.0,1982.0,11,0,810.0
5,102.47,3,3.0,9.0,2017.0,15,1,1895.71
2,46.0,1,1.0,1.0,1920.0,4,1,290.0
3,73.6,3,3.0,5.0,1994.0,4,0,554.0
2,43.05,2,2.0,5.0,1994.0,4,0,300.0
4,100.0,3,3.0,2.0,1965.0,8,1,1430.0
3,64.28,3,3.0,3.0,1978.0,4,1,553.07
2,56.0,2,2.0,1.0,1947.0,13,1,720.0
2,59.35,2,2.0,5.0,1995.0,2,0,425.0
3,78.86,3,3.0,5.0,1999.0,4,1,821.11
7,158.9,4,4.0,7.0,2007.0,12,0,1440.0
2,56.4,2,2.0,2.0,1965.0,8,1,584.0
1,35.8,1,1.0,1.0,1900.0,4,0,326.0
4,96.44,4,4.0,9.0,2018.0,4,1,1339.49
3,75.68,3,3.5,5.0,1998.0,8,1,509.44
3,80.66,4,4.0,2.0,1966.0,8,0,626.0
2,52.31,2,2.0,1.0,1937.0,4,1,373.0
2,58.36,2,2.0,5.0,1997.0,1,0,540.0
4,86.5,4,4.0,9.0,2020.0,5,0,1113.0
3,61.97,3,3.0,2.0,1959.0,8,1,646.0
3,63.41,3,3.0,2.0,1957.0,8,0,689.6
1,40.0,1,1.0,5.0,1994.0,12,0,600.0
2,54.0,2,2.0,5.0,1995.0,13,1,955.0
3,64.0,2,2.0,3.0,1974.0,8,1,620.0
2,60.0,2,2.0,1.0,1929.0,8,1,544.0
3,67.0,2,2.5,1.0,1889.0,8,1,540.0
3,75.69,3,3.0,3.0,1973.0,8,1,773.0
1,26.56,1,1.0,4.0,1982.0,4,1,276.0
2,47.0,2,2.0,1.0,1900.0,8,0,350.0
3,69.47,4,4.0,3.0,1974.0,1,0,559.34
2,53.0,3,3.0,2.0,1956.0,8,1,530.0
2,55.0,2,2.0,2.0,1957.0,13,1,1550.0
4,81.0,4,4.0,8.0,2015.0,7,0,715.0
4,89.92,3,3.0,3.0,1972.0,16,1,2012.0
