livingSpaceRange,livingSpace,noRoomsRange,noRooms,yearConstructedRange,yearConstructed,regio1_numeric,big_city,baseRent
4,90.0,3,3.0,1.0,1910.0,2,1,750.0
3,63.99,2,2.0,2.0,1951.0,4,1,544.0
2,60.0,3,3.0,2.0,1969.0,8,1,530.0
2,59.52,2,2.0,2.0,1960.0,7,1,596.0
3,63.39,2,2.0,9.0,2018.0,1,0,635.0
3,80.66,3,3.0,1.0,1906.0,1,1,500.0
3,75.69,3,3.0,2.0,1965.0,11,0,690.0
3,76.88,3,3.5,5.0,1993.0,8,1,406.0
2,43.0,1,1.5,5.0,1994.0,13,0,980.0
4,85.0,3,3.0,2.0,1969.0,9,0,425.0
2,49.52,2,2.0,3.0,1974.0,3,0,281.0
2,46.0,1,1.5,3.0,1977.0,8,1,365.0
2,51.34,2,2.0,1.0,1928.0,4,0,295.0
1,39.58,2,2.0,1.0,1938.0,10,1,292.89
7,180.0,4,4.5,7.0,2006.0,12,0,1300.0
2,41.0,2,2.0,1.0,1935.0,8,0,300.0
4,96.92,3,3.0,1.0,1890.0,13,1,1199.0
2,51.2,2,2.0,3.0,1973.0,4,0,266.24
6,145.0,4,4.5,5.0,1998.0,8,0,1250.0
3,64.0,3,3.0,1.0,1950.0,4,0,360.0
2,54.56,2,2.0,1.0,1928.0,8,1,600.16
7,172.98,2,2.0,9.0,2018.0,7,1,2248.74
5,105.0,3,3.0,4.0,1983.0,12,0,840.0
3,65.0,2,2.0,2.0,1964.0,8,0,400.0
4,82.51,4,4.0,4.0,1984.0,1,1,371.29
2,47.0,2,2.0,3.0,1972.0,13,1,840.0
3,67.2,2,2.0,2.0,1970.0,1,0,299.0
3,62.0,3,3.0,1.0,1910.0,8,1,370.0
3,70.0,3,3.0,2.0,1954.0,8,1,375.0
1,28.0,2,2.0,1.0,1935.0,3,0,225.0
3,75.0,2,2.0,9.0,2017.0,12,0,1500.0
2,56.83,2,2.0,5.0,1995.0,8,0,425.0
3,79.1,3,3.0,5.0,1993.0,1,0,380.0
4,85.0,3,3.0,1.0,1903.0,1,1,380.0
4,100.0,4,4.0,3.0,1980.0,11,0,650.0
4,93.3,3,3.0,6.0,2001.0,8,1,1050.0
3,75.0,3,3.0,1.0,1924.0,4,0,470.0
5,120.0,3,3.0,4.0,1989.0,8,0,850.0
3,68.68,3,3.0,9.0,2018.0,4,1,700.54
3,78.42,2,2.0,8.0,2012.0,8,1,980.25
2,58.09,2,2.5,2.0,1953.0,8,0,426.96
7,165.0,4,4.0,9.0,2018.0,14,1,3645.0
6,131.0,4,4.0,1.0,1913.0,8,1,900.0
1,37.0,2,2.0,2.0,1952.0,4,0,150.0
6,125.0,4,4.0,2.0,1960.0,11,1,950.0
5,117.0,4,4.0,3.0,1980.0,8,0,895.0
4,98.0,3,3.0,1.0,1890.0,3,0,360.0
3,70.93,3,3.0,2.0,1958.0,14,0,418.49
5,110.0,4,4.0,9.0,2019.0,1,0,1155.0
4,87.19,3,3.0,9.0,2018.0,4,1,915.0
3,76.0,3,3.0,2.0,1961.0,6,0,450.0
3,70.0,2,2.0,9.0,2017.0,8,1,850.0
2,58.88,2,2.0,3.0,1975.0,2,0,300.0
2,58.0,2,2.0,4.0,1981.0,8,1,259.52
4,95.0,3,3.5,2.0,1959.0,6,1,650.0
3,79.8,3,3.0,7.0,2006.0,4,1,958.0
2,46.0,2,2.0,1.0,1906.0,4,0,240.0
3,72.23,3,3.0,3.0,1972.0,8,0,451.44
2,45.0,2,2.0,1.0,1920.0,8,0,440.0
2,58.15,2,2.0,1.0,1900.0,4,1,425.0
3,80.5,3,3.0,1.0,1900.0,1,0,418.6
4,89.1,3,3.0,2.0,1966.0,8,1,850.0
2,52.8,2,2.0,9.0,2019.0,4,1,554.0
1,35.5,1,1.0,4.0,1989.0,4,0,142.0
5,107.0,3,3.0,1.0,1905.0,16,1,1498.0
5,101.0,3,3.0,6.0,2001.0,10,0,1115.0
3,70.46,3,3.0,9.0,2019.0,16,1,1001.0
3,70.53,3,3.0,7.0,2008.0,1,1,328.0
2,51.43,2,2.0,1.0,1900.0,4,1,260.0
3,65.66,3,3.0,1.0,1905.0,4,1,495.0
2,58.0,2,2.0,5.0,1997.0,1,1,395.0
2,50.0,2,2.0,1.0,1936.0,14,1,600.0
4,82.0,3,3.0,1.0,1894.0,3,1,950.0
3,71.0,2,2.0,5.0,1994.0,8,0,415.0
3,62.91,3,3.0,2.0,1959.0,8,1,472.0
2,58.5,3,3.0,3.0,1975.0,4,0,276.0
4,100.0,3,3.0,5.0,1996.0,8,0,750.0
2,50.0,2,2.0,5.0,2000.0,5,0,328.5
3,67.0,2,2.0,1.0,1900.0,4,1,600.0
2,50.77,2,2.0,5.0,1996.0,4,0,275.0
3,74.0,3,3.0,5.0,1997.0,4,0,370.0
3,71.0,2,2.0,2.0,1970.0,8,1,540.0
2,41.55,1,1.0,5.0,1997.0,8,1,333.0
3,67.0,3,3.0,2.0,1962.0,8,0,480.0
3,63.66,2,2.0,8.0,2015.0,15,1,958.08
1,38.53,1,1.0,5.0,1996.0,3,0,250.45
3,66.0,2,2.0,1.0,1914.0,8,1,398.0
4,92.0,3,3.0,4.0,1990.0,3,0,595.0
3,70.0,3,3.0,2.0,1959.0,8,0,490.0
5,114.0,3,3.0,5.0,1996.0,8,0,690.0
2,54.5,2,2.0,1.0,1900.0,4,1,463.25
1,26.0,1,1.0,1.0,1890.0,4,0,185.0
1,36.67,1,1.0,2.0,1968.0,7,0,206.0
7,153.0,5,5.0,1.0,1938.0,4,1,1180.0
2,56.0,2,2.0,7.0,2006.0,8,0,288.12
3,79.0,3,3.0,9.0,2018.0,14,1,1050.0
3,63.21,2,2.0,1.0,1930.0,4,1,291.4
4,90.0,3,3.0,4.0,1983.0,8,0,585.0
1,25.46,1,1.0,3.0,1980.0,3,0,173.0
3,78.1,2,2.0,1.0,1900.0,1,1,624.8
2,60.0,2,2.0,1.0,1920.0,12,0,850.0
4,90.0,3,3.0,1.0,1933.0,10,0,630.0
3,62.4,2,2.0,1.0,1910.0,5,0,280.8
7,160.0,5,5.0,3.0,1977.0,11,0,620.0
2,51.86,2,2.0,1.0,1900.0,4,1,340.0
1,34.34,1,1.0,9.0,2019.0,14,0,290.0
2,42.1,2,2.0,4.0,1986.0,2,0,219.0
2,56.98,3,3.0,4.0,1982.0,1,0,273.5
4,85.0,3,3.5,1.0,1900.0,12,1,860.0
3,75.0,3,3.0,2.0,1969.0,8,0,375.0
2,48.0,2,2.0,2.0,1965.0,8,1,300.0
1,32.0,1,1.0,1.0,1912.0,4,1,275.0
1,20.0,1,1.0,4.0,1990.0,14,0,245.0
3,62.0,2,2.0,1.0,1900.0,2,0,279.0
2,55.0,2,2.0,9.0,2018.0,14,1,715.0
7,170.0,4,4.5,5.0,1997.0,11,0,1250.0
4,100.0,3,3.0,4.0,1985.0,13,1,1490.0
3,80.0,3,3.5,4.0,1984.0,8,0,890.0
5,120.0,3,3.5,9.0,2018.0,8,1,1320.0
2,44.21,2,2.0,1.0,1900.0,4,1,290.0
3,68.0,3,3.0,1.0,1938.0,1,1,549.0
3,75.0,3,3.0,4.0,1984.0,12,1,850.0
2,55.85,2,2.0,4.0,1985.0,10,0,296.48
2,55.06,2,2.0,1.0,1905.0,1,0,386.0
2,51.0,2,2.0,5.0,1995.0,8,1,395.0
7,175.0,4,4.0,1.0,1900.0,4,1,1195.0
2,46.3,2,2.0,1.0,1941.0,8,0,356.51
2,52.38,2,2.0,1.0,1892.0,4,0,240.0
3,72.0,3,3.5,3.0,1975.0,8,0,490.0
2,51.0,2,2.0,3.0,1971.0,8,1,320.0
3,76.76,3,3.0,6.0,2004.0,10,0,695.0
3,71.26,3,3.0,9.0,2020.0,14,0,0.0
5,108.2,3,3.0,8.0,2015.0,4,1,1150.0
3,80.0,2,2.0,2.0,1968.0,10,0,480.0
4,94.0,4,4.5,1.0,1930.0,14,1,1626.0
7,161.22,5,6.0,1.0,1930.0,8,1,1000.0
3,79.0,2,2.5,1.0,1924.0,8,1,769.0
2,59.85,2,2.0,1.0,1930.0,8,0,387.23
3,61.15,2,2.0,1.0,1910.0,4,0,300.0
3,65.0,2,2.0,2.0,1959.0,8,1,365.0
3,71.4,3,3.0,2.0,1965.0,7,0,395.0
3,71.0,3,3.0,1.0,1905.0,2,0,360.0
2,48.0,2,2.0,1.0,1924.0,4,1,249.0
3,68.0,2,2.0,2.0,1970.0,8,1,560.0
2,48.13,2,2.0,4.0,1984.0,7,0,529.5
2,56.0,2,2.0,1.0,1935.0,4,1,364.0
2,49.55,2,2.0,2.0,1967.0,8,1,313.0
2,42.28,1,1.5,5.0,1997.0,15,1,539.0
5,106.0,3,3.0,3.0,1974.0,13,1,1050.0
4,86.38,3,3.0,1.0,1910.0,4,1,655.0
2,58.49,3,3.0,2.0,1970.0,3,0,348.0
6,150.61,5,5.0,1.0,1899.0,4,1,1506.1
3,77.68,2,2.0,9.0,2018.0,12,1,893.32
2,50.0,2,2.0,1.0,1950.0,1,0,320.0
2,55.16,2,2.0,1.0,1930.0,4,0,350.0
4,92.0,3,3.0,1.0,1929.0,8,1,1104.0
4,94.0,3,3.0,9.0,2017.0,8,1,816.0
3,63.3,3,3.0,3.0,1976.0,3,0,311.44
1,36.8,1,1.0,1.0,1910.0,4,1,313.0
3,72.41,3,3.0,3.0,1971.0,7,0,579.28
6,125.0,4,4.5,9.0,2016.0,14,0,1400.0
4,89.0,3,3.0,2.0,1958.0,8,0,520.0
6,122.0,3,3.0,7.0,2006.0,8,1,900.0
2,60.62,2,2.0,5.0,1995.0,2,0,333.41
3,61.31,2,2.0,4.0,1982.0,14,0,500.0
5,110.0,3,3.0,1.0,1904.0,8,1,550.0
1,26.0,1,1.0,2.0,1960.0,14,0,420.0
2,45.46,2,2.0,4.0,1982.0,8,1,245.07
3,66.5,3,3.0,2.0,1964.0,8,0,432.25
5,117.79,4,4.0,9.0,2018.0,8,1,1372.3
2,56.25,3,3.0,4.0,1985.0,1,0,271.0
4,95.0,3,3.0,5.0,1996.0,11,1,1080.0
1,37.0,1,1.0,2.0,1965.0,8,1,550.0
4,99.0,2,2.0,5.0,1995.0,16,1,1100.0
4,93.0,3,3.5,2.0,1968.0,14,1,1060.0
4,82.0,2,2.0,1.0,1938.0,9,0,600.0
2,52.0,2,2.0,1.0,1910.0,15,1,740.0
3,72.13,3,3.0,9.0,2019.0,4,1,649.0
5,108.52,4,4.0,5.0,1996.0,5,0,759.64
5,103.0,3,3.0,6.0,2003.0,8,0,900.0
4,86.0,3,3.0,1.0,1930.0,12,1,1200.0
3,65.58,3,3.0,2.0,1970.0,7,0,394.0
2,49.84,1,1.0,2.0,1970.0,10,1,480.0
4,82.0,3,3.0,3.0,1971.0,8,1,680.0
2,43.0,2,2.0,1.0,1907.0,8,1,315.0
3,67.2,3,3.0,2.0,1957.0,13,1,490.0
1,26.81,1,1.0,8.0,2012.0,14,1,386.0
4,83.0,3,3.0,3.0,1980.0,7,0,664.0
3,70.0,3,3.0,2.0,1968.0,8,0,475.0
4,82.0,2,2.0,1.0,1750.0,14,1,990.0
2,50.9,2,2.0,1.0,1930.0,4,1,350.0
2,50.0,2,2.0,5.0,1998.0,1,0,285.0
3,66.0,2,2.0,1.0,1904.0,4,0,345.0
2,59.33,1,1.5,8.0,2015.0,14,1,1399.0
3,79.83,3,3.0,5.0,1999.0,8,1,422.72
2,51.15,1,1.0,1.0,1912.0,1,0,360.0
5,110.0,3,3.0,9.0,2017.0,13,1,1680.0
3,69.8,3,3.0,2.0,1959.0,14,0,656.12
3,65.0,2,2.0,3.0,1980.0,14,1,1100.0
1,40.0,2,2.0,1.0,1935.0,8,1,385.0
2,53.91,2,2.0,2.0,1967.0,10,0,593.0
4,81.32,3,3.0,3.0,1972.0,8,0,387.0
2,50.0,2,2.5,2.0,1952.0,8,1,435.0
6,140.16,4,4.0,1.0,1910.0,15,1,2043.0
4,89.12,3,3.0,9.0,2019.0,12,1,1180.84
2,49.1,2,2.0,2.0,1956.0,1,0,237.0
6,126.0,3,3.0,3.0,1976.0,8,1,1500.0
2,48.1,2,2.0,5.0,1996.0,4,0,322.0
5,114.32,4,4.0,5.0,1998.0,1,0,585.0
4,85.0,2,2.0,9.0,2019.0,15,1,1550.0
2,55.0,2,2.0,1.0,1950.0,8,1,335.0
1,21.02,1,1.0,5.0,1995.0,12,1,260.0
2,56.11,2,2.5,2.0,1956.0,8,1,389.0
3,80.0,3,3.0,9.0,2019.0,16,1,1085.0
2,60.0,2,2.0,4.0,1982.0,11,1,570.0
3,80.0,3,3.0,1.0,1940.0,12,0,650.0
3,72.37,2,2.0,1.0,1903.0,15,1,850.0
1,38.0,1,1.0,5.0,1991.0,12,0,380.0
4,95.0,3,3.0,2.0,1959.0,12,0,900.0
3,74.57,3,3.0,3.0,1974.0,8,0,630.0
2,46.0,2,2.0,9.0,2018.0,8,0,575.0
3,67.0,2,2.0,4.0,1985.0,14,1,670.0
3,75.0,3,3.0,4.0,1990.0,7,0,695.0
2,60.01,2,2.0,1.0,1930.0,5,1,563.1
2,48.0,2,2.0,4.0,1989.0,12,0,390.0
7,164.0,3,3.0,9.0,2018.0,15,1,2590.0
2,59.7,3,3.0,5.0,2000.0,8,0,328.0
3,66.67,3,3.5,2.0,1964.0,8,0,434.0
2,50.0,2,2.0,1.0,1902.0,4,0,250.0
2,54.35,2,2.0,9.0,2017.0,8,0,585.0
3,66.82,3,3.0,2.0,1960.0,8,1,554.61
4,84.0,2,2.0,9.0,2019.0,7,0,850.0
2,57.15,3,3.0,3.0,1976.0,1,1,302.9
2,48.82,2,2.0,3.0,1980.0,2,0,240.0
4,90.0,3,3.0,3.0,1975.0,8,0,630.0
3,75.0,3,3.0,1.0,1900.0,4,0,375.0
2,58.0,2,2.0,8.0,2013.0,8,1,990.0
1,35.02,1,1.0,1.0,1906.0,15,1,504.23
4,84.63,2,2.0,9.0,2019.0,2,0,780.0
3,79.51,3,3.0,9.0,2018.0,10,0,895.0
2,48.0,2,2.5,2.0,1954.0,8,1,302.0
2,52.0,2,2.0,2.0,1956.0,8,1,377.0
2,57.13,3,3.0,2.0,1962.0,7,0,292.0
2,51.79,2,2.0,3.0,1974.0,10,0,288.09
3,80.0,3,3.0,9.0,2017.0,14,0,900.0
3,80.0,4,4.0,2.0,1964.0,8,1,595.0
3,77.53,2,2.0,9.0,2019.0,14,1,2050.0
5,101.0,5,5.0,1.0,1900.0,4,1,505.0
1,40.8,1,1.0,1.0,1900.0,4,0,156.0
3,74.2,4,4.0,2.0,1958.0,2,0,380.0
1,37.0,1,1.0,3.0,1972.0,14,1,1400.0
2,49.16,2,2.0,4.0,1987.0,8,1,295.0
4,98.5,3,3.0,7.0,2009.0,13,0,1280.0
4,90.0,3,3.0,7.0,2008.0,16,1,2180.0
4,91.45,3,3.0,9.0,2018.0,10,0,995.0
4,96.47,3,3.0,9.0,2020.0,8,0,960.0
1,22.0,1,1.0,2.0,1967.0,13,1,280.0
3,78.4,3,3.0,1.0,1900.0,4,1,420.0
3,77.33,3,3.0,5.0,1998.0,10,0,557.0
2,51.59,2,2.0,2.0,1952.0,8,1,330.18
2,50.0,2,2.0,2.0,1962.0,8,1,350.0
3,74.0,2,2.0,3.0,1980.0,8,0,475.0
1,38.0,1,1.0,8.0,2014.0,11,1,480.0
2,48.7,2,2.0,9.0,2019.0,4,1,608.75
5,109.2,3,3.0,9.0,2017.0,8,1,1345.0
2,52.0,2,2.0,1.0,1920.0,8,1,450.0
2,58.6,3,3.0,3.0,1976.0,4,0,263.7
2,49.0,2,2.0,2.0,1959.0,8,1,269.5
4,81.41,3,3.0,1.0,1903.0,4,0,505.0
2,45.0,1,1.0,4.0,1981.0,8,0,350.0
5,110.32,2,2.5,9.0,2018.0,14,1,1490.0
2,45.0,2,2.0,4.0,1985.0,14,0,580.0
4,90.0,4,4.0,8.0,2013.0,8,0,540.0
2,44.3,1,1.0,2.0,1959.0,8,1,410.0
4,85.0,3,3.0,9.0,2020.0,14,1,1800.0
5,105.63,4,4.0,6.0,2002.0,9,0,590.0
1,35.0,1,1.0,1.0,1896.0,5,0,254.0
1,30.0,2,2.0,2.0,1961.0,12,1,740.0
3,73.06,2,2.0,8.0,2014.0,8,1,1572.5
4,98.15,3,3.0,1.0,1912.0,4,1,540.0
2,53.0,2,2.0,1.0,1909.0,8,1,400.0
2,50.0,2,2.0,2.0,1952.0,8,0,329.0
5,116.09,4,4.0,9.0,2016.0,12,0,1200.0
4,87.0,3,3.0,9.0,2019.0,4,1,739.5
4,83.98,3,3.0,9.0,2016.0,4,1,1075.0
6,130.0,4,4.0,1.0,1906.0,11,1,1950.0
2,52.45,2,2.0,2.0,1954.0,2,0,293.72
4,90.0,1,1.0,1.0,1881.0,14,0,675.0
4,90.0,3,3.0,1.0,1903.0,8,1,580.0
1,40.0,2,2.0,1.0,1908.0,1,1,230.0
4,82.0,3,3.0,9.0,2017.0,8,1,1130.0
4,92.0,3,3.0,2.0,1962.0,8,1,1288.0
3,70.0,3,3.0,3.0,1971.0,10,0,498.0
1,35.8,1,1.5,9.0,2019.0,13,1,795.0
2,57.69,3,3.0,2.0,1967.0,1,0,266.0
3,78.0,3,3.0,4.0,1984.0,14,1,1400.0
3,75.0,2,2.0,9.0,2019.0,13,0,820.0
3,80.0,3,3.0,1.0,1700.0,4,0,440.0
5,119.0,3,3.0,2.0,1956.0,12,1,1900.0
3,70.4,3,3.0,4.0,1982.0,4,0,288.64
2,58.03,2,2.0,9.0,2019.0,5,0,696.36
2,50.0,2,2.0,3.0,1971.0,7,0,340.0
5,101.0,3,3.0,9.0,2019.0,11,0,795.0
2,48.9,2,2.0,3.0,1971.0,2,1,358.0
6,127.55,3,3.0,1.0,1902.0,15,1,1734.68
4,85.73,2,2.0,1.0,1938.0,8,1,582.96
2,50.12,2,2.0,3.0,1977.0,4,0,245.59
2,57.0,2,2.0,2.0,1966.0,5,0,299.0
3,70.43,4,4.0,3.0,1974.0,1,0,353.56
3,61.0,2,2.0,5.0,1994.0,3,0,330.0
3,65.5,3,3.0,2.0,1960.0,4,0,260.0
3,80.43,3,3.0,4.0,1984.0,8,1,499.0
4,94.41,3,3.5,9.0,2019.0,12,0,1275.0
7,156.0,5,5.0,1.0,1890.0,7,0,1750.0
4,96.0,3,3.0,1.0,1885.0,1,0,386.0
3,65.34,2,2.0,1.0,1877.0,4,1,594.5
2,48.0,2,2.0,2.0,1951.0,8,1,299.9
4,92.0,3,3.0,8.0,2014.0,7,0,1132.5
3,61.0,2,2.0,5.0,1994.0,11,0,450.0
2,50.0,2,2.0,1.0,1935.0,4,1,300.0
1,32.48,1,1.0,3.0,1980.0,3,0,189.0
3,66.5,2,2.0,4.0,1985.0,8,0,470.0
2,58.0,3,3.0,2.0,1960.0,8,0,450.0
5,108.0,4,4.0,5.0,1997.0,13,1,1296.0
1,34.0,1,1.5,1.0,1920.0,1,0,150.0
4,81.61,3,3.0,1.0,1912.0,4,1,490.0
6,126.0,5,6.0,2.0,1960.0,1,0,705.0
2,52.0,2,2.5,2.0,1964.0,8,1,300.0
2,57.0,2,2.0,6.0,2001.0,8,1,540.0
4,84.0,3,3.0,1.0,1900.0,4,0,395.0
3,69.0,3,3.0,9.0,2020.0,12,1,1280.0
4,85.0,2,2.5,2.0,1966.0,8,1,550.0
3,63.0,2,2.0,1.0,1900.0,7,0,495.0
1,40.46,1,1.0,2.0,1970.0,16,1,420.0
3,75.0,3,3.0,5.0,1995.0,14,0,900.0
1,38.0,1,1.0,5.0,1996.0,3,0,255.0
2,59.6,3,3.0,2.0,1968.0,4,1,298.0
3,79.04,3,3.5,3.0,1971.0,8,0,419.0
3,80.0,3,3.0,2.0,1962.0,8,1,590.0
3,78.41,2,2.0,1.0,1828.0,3,0,549.0
5,105.74,3,3.0,9.0,2019.0,14,1,2960.0
2,59.64,3,3.0,2.0,1954.0,8,1,626.22
4,88.0,3,3.5,9.0,2019.0,8,0,850.0
3,64.0,3,3.0,4.0,1990.0,4,0,285.0
2,54.95,3,3.0,3.0,1976.0,1,0,280.0
3,70.0,3,3.0,1.0,1910.0,4,0,385.0
4,86.45,3,3.0,1.0,1900.0,4,1,691.6
3,72.0,3,3.5,1.0,1910.0,8,1,450.0
3,77.0,1,1.5,9.0,2019.0,8,0,770.0
4,95.0,3,3.5,2.0,1969.0,8,1,798.0
3,74.0,4,4.0,1.0,1890.0,1,1,540.0
3,68.6,3,3.0,3.0,1975.0,1,0,315.56
3,65.57,2,2.0,2.0,1970.0,15,1,513.9
3,80.0,2,2.0,9.0,2018.0,10,0,880.0
1,32.0,1,1.0,5.0,2000.0,8,1,415.0
3,75.0,2,2.0,6.0,2002.0,11,0,649.0
2,60.0,3,3.0,4.0,1990.0,15,1,600.0
2,59.69,3,3.0,2.0,1967.0,4,1,299.0
4,90.0,2,2.5,1.0,1906.0,12,1,1390.0
2,49.65,2,2.0,2.0,1963.0,3,0,278.04
1,21.0,1,1.0,5.0,1995.0,4,0,160.0
2,52.64,2,2.0,3.0,1975.0,4,0,270.56
3,63.82,3,3.0,1.0,1937.0,4,1,319.0
3,66.0,2,2.0,1.0,1950.0,8,1,420.0
5,119.0,4,4.0,8.0,2015.0,8,0,1330.0
2,60.0,2,2.0,5.0,1998.0,8,0,585.0
2,50.7,2,2.0,3.0,1972.0,3,0,208.0
3,62.02,2,2.0,1.0,1900.0,4,1,535.0
3,80.0,4,4.0,2.0,1966.0,13,1,495.0
2,60.26,3,3.0,1.0,1940.0,7,0,337.5
1,31.0,1,1.0,5.0,1993.0,8,0,235.0
5,106.0,3,3.0,1.0,1900.0,8,1,1250.0
4,96.73,3,3.0,9.0,2019.0,10,0,1045.0
3,71.45,4,4.0,2.0,1967.0,3,0,390.0
4,95.0,3,3.0,9.0,2018.0,7,0,765.0
6,123.0,5,5.0,8.0,2015.0,14,0,850.0
4,95.05,4,4.0,2.0,1960.0,1,0,456.5
5,102.0,4,4.0,2.0,1957.0,8,1,1640.0
2,48.41,2,2.0,1.0,1930.0,5,0,300.14
3,66.47,3,3.0,3.0,1974.0,1,1,346.31
2,60.71,2,2.0,3.0,1972.0,10,0,516.04
4,88.25,2,2.0,1.0,1900.0,4,0,390.0
5,120.0,4,4.0,2.0,1960.0,12,0,870.0
4,100.0,4,4.0,3.0,1972.0,12,1,1200.0
2,50.0,2,2.0,2.0,1963.0,8,1,270.0
3,69.0,3,3.0,5.0,1998.0,4,1,380.0
2,56.43,2,2.0,9.0,2019.0,14,1,558.66
1,26.56,1,1.0,4.0,1990.0,4,1,220.0
3,67.0,3,3.0,5.0,1994.0,8,1,600.0
4,95.68,3,3.0,8.0,2015.0,4,1,1025.0
2,59.85,3,3.0,3.0,1975.0,2,0,299.25
3,62.98,3,3.0,2.0,1960.0,5,0,242.47
1,38.3,1,1.5,4.0,1986.0,8,1,459.21
2,55.0,3,3.0,3.0,1978.0,4,1,275.0
2,47.81,2,2.0,4.0,1982.0,4,0,265.0
2,51.08,2,2.0,4.0,1987.0,15,1,351.18
5,109.08,3,3.0,8.0,2015.0,16,1,1778.0
2,42.0,2,2.0,1.0,1936.0,4,0,231.0
3,61.0,2,2.0,1.0,1908.0,1,0,340.0
4,90.0,4,4.0,2.0,1967.0,8,1,642.0
2,57.2,2,2.5,9.0,2018.0,8,0,584.0
2,50.0,1,1.5,2.0,1951.0,12,1,700.0
3,70.0,2,2.0,5.0,1992.0,11,1,690.0
3,66.75,3,3.0,1.0,1912.0,4,1,295.0
2,57.3,3,3.0,3.0,1972.0,1,0,252.0
2,49.46,1,1.0,1.0,1900.0,1,0,309.0
5,115.0,3,3.0,9.0,2020.0,12,1,1395.0
1,32.5,1,1.0,4.0,1985.0,15,1,231.71
4,92.0,3,3.0,8.0,2012.0,8,0,790.0
2,57.59,2,2.0,9.0,2018.0,13,1,766.0
3,78.0,3,3.0,7.0,2009.0,2,0,600.0
2,58.3,2,2.5,2.0,1968.0,16,1,587.6
4,100.0,3,3.0,2.0,1964.0,12,1,920.0
3,62.5,2,2.0,5.0,1995.0,4,0,320.0
4,96.27,3,3.0,4.0,1988.0,5,0,1251.51
2,57.51,2,2.0,1.0,1928.0,8,1,377.0
2,57.71,2,2.0,1.0,1929.0,8,1,347.0
4,96.75,2,2.0,2.0,1966.0,8,1,1190.0
3,61.91,2,2.0,5.0,1997.0,1,1,400.0
5,113.0,3,3.5,5.0,1994.0,8,0,765.0
2,54.07,3,3.0,1.0,1941.0,7,1,485.01
2,60.0,2,2.0,8.0,2015.0,14,1,995.0
2,54.5,2,2.0,1.0,1900.0,4,0,300.0
2,46.1,2,2.0,2.0,1961.0,1,0,240.0
5,115.76,4,4.0,1.0,1910.0,4,0,635.0
1,26.9,2,2.0,2.0,1964.0,4,0,180.0
3,70.0,1,1.0,1.0,1900.0,4,1,420.0
3,68.54,3,3.0,1.0,1925.0,5,0,391.0
5,114.0,3,3.0,9.0,2019.0,8,0,1450.0
3,63.15,2,2.0,1.0,1900.0,4,1,445.0
2,51.0,1,1.0,1.0,1900.0,4,1,255.0
6,140.0,3,3.0,9.0,2019.0,14,0,1540.0
3,65.26,2,2.5,2.0,1952.0,8,1,395.0
5,110.0,4,4.5,9.0,2019.0,14,0,1520.0
4,84.0,3,3.0,6.0,2004.0,8,1,750.0
4,99.0,3,3.0,9.0,2016.0,8,1,950.0
3,75.0,3,3.0,1.0,1910.0,4,0,340.0
4,83.0,3,3.0,8.0,2014.0,10,0,750.0
1,28.88,1,1.0,5.0,1996.0,1,1,240.0
3,72.36,3,3.0,5.0,1998.0,8,1,750.0
1,31.0,1,1.0,1.0,1896.0,15,1,614.0
3,69.09,2,2.0,5.0,1994.0,15,1,759.0
5,106.0,4,4.0,2.0,1956.0,8,1,800.0
4,95.0,3,3.5,2.0,1959.0,9,0,670.0
7,176.0,4,4.0,4.0,1981.0,7,0,985.0
4,84.0,3,3.0,1.0,1829.0,1,0,420.0
4,93.0,3,3.0,7.0,2007.0,10,0,850.0
3,64.0,2,2.0,2.0,1961.0,8,1,360.0
2,56.0,2,2.0,1.0,1900.0,1,0,336.0
1,20.0,1,1.0,7.0,2009.0,14,1,490.0
5,101.0,5,5.0,3.0,1980.0,8,0,606.0
4,88.43,4,4.0,1.0,1910.0,4,1,488.0
1,21.0,1,1.5,1.0,1689.0,14,1,360.0
4,94.0,3,3.0,1.0,1913.0,4,0,520.0
3,63.0,2,2.0,3.0,1976.0,7,0,530.0
3,66.0,3,3.0,2.0,1954.0,16,1,950.0
3,64.97,2,2.0,3.0,1978.0,8,1,390.0
1,36.11,1,1.0,9.0,2017.0,14,1,1290.0
3,69.29,3,3.0,3.0,1978.0,3,0,265.0
1,36.32,1,1.0,4.0,1983.0,4,1,309.0
1,33.0,2,2.0,5.0,1997.0,9,1,300.0
4,83.0,2,2.0,5.0,1994.0,1,0,432.0
3,74.0,2,2.0,4.0,1983.0,8,1,420.0
4,88.0,4,4.0,1.0,1914.0,13,0,1300.0
3,76.36,3,3.0,9.0,2019.0,15,1,1336.3
3,74.22,3,3.0,5.0,1995.0,2,0,423.22
2,50.0,1,1.0,8.0,2011.0,8,0,375.0
3,66.0,2,2.0,1.0,1745.0,4,0,264.0
4,84.0,2,2.0,9.0,2020.0,14,0,1025.0
2,60.0,3,3.0,2.0,1961.0,4,1,290.0
1,35.0,2,2.0,3.0,1972.0,8,0,250.0
4,100.0,4,4.5,9.0,2019.0,12,0,1650.0
3,80.0,2,2.0,1.0,1940.0,12,0,650.0
3,78.87,2,2.0,1.0,1900.0,15,1,1209.07
6,126.0,4,4.0,2.0,1959.0,8,0,660.0
3,76.0,2,2.5,3.0,1975.0,15,1,749.0
2,47.23,2,2.0,1.0,1900.0,1,0,249.37
